"hod";"cod";"N";"disease";"total.cod";"total.hod";"total";"prop.cod";"prop.total"
13;"G25";1;"Other extrapyramidal and movement disorders";10;23278;513095;0,1;0,0453678168760171
13;"G30";63;"Alzheimer's disease";1230;23278;513095;0,0512195121951219;0,0453678168760171
13;"G31";6;"Other degenerative diseases of nervous system, not elsewhere classified";217;23278;513095;0,0276497695852535;0,0453678168760171
13;"G35";15;"Multiple sclerosis";243;23278;513095;0,0617283950617284;0,0453678168760171
13;"G37";2;"Other demyelinating diseases of central nervous system";50;23278;513095;0,04;0,0453678168760171
13;"G40";47;"Epilepsy";1413;23278;513095;0,0332625619249823;0,0453678168760171
13;"G41";7;"Status epilepticus";208;23278;513095;0,0336538461538462;0,0453678168760171
13;"G47";1;"Sleep disorders";24;23278;513095;0,0416666666666667;0,0453678168760171
13;"G51";2;"Facial nerve disorders";7;23278;513095;0,285714285714286;0,0453678168760171
13;"G61";17;"Inflammatory polyneuropathy";197;23278;513095;0,0862944162436548;0,0453678168760171
13;"G62";3;"Other polyneuropathies";59;23278;513095;0,0508474576271186;0,0453678168760171
13;"G70";5;"Myasthenia gravis and other myoneural disorders";79;23278;513095;0,0632911392405063;0,0453678168760171
13;"G71";11;"Primary disorders of muscles";229;23278;513095;0,0480349344978166;0,0453678168760171
13;"G80";45;"Infantile cerebral palsy";1004;23278;513095;0,0448207171314741;0,0453678168760171
13;"G81";2;"Hemiplegia";77;23278;513095;0,025974025974026;0,0453678168760171
13;"G82";7;"Paraplegia and tetraplegia";170;23278;513095;0,0411764705882353;0,0453678168760171
13;"G83";2;"Other paralytic syndromes";39;23278;513095;0,0512820512820513;0,0453678168760171
13;"G91";22;"Hydrocephalus";309;23278;513095;0,0711974110032362;0,0453678168760171
13;"G93";68;"Other disorders of brain";1160;23278;513095;0,0586206896551724;0,0453678168760171
13;"G95";3;"Other diseases of spinal cord";134;23278;513095;0,0223880597014925;0,0453678168760171
13;"H44";1;"Disorders of globe";7;23278;513095;0,142857142857143;0,0453678168760171
13;"H49";1;"Paralytic strabismus";1;23278;513095;1;0,0453678168760171
13;"H66";1;"Suppurative and unspecified otitis media";48;23278;513095;0,0208333333333333;0,0453678168760171
13;"H83";1;"Other diseases of inner ear";1;23278;513095;1;0,0453678168760171
13;"I01";2;"Rheumatic fever with heart involvement";8;23278;513095;0,25;0,0453678168760171
13;"I05";26;"Rheumatic mitral valve diseases";497;23278;513095;0,0523138832997988;0,0453678168760171
13;"I06";1;"Rheumatic aortic valve diseases";14;23278;513095;0,0714285714285714;0,0453678168760171
13;"I07";3;"Rheumatic tricuspid valve diseases";41;23278;513095;0,0731707317073171;0,0453678168760171
13;"I08";6;"Multiple valve diseases";142;23278;513095;0,0422535211267606;0,0453678168760171
13;"I09";18;"Other rheumatic heart diseases";328;23278;513095;0,0548780487804878;0,0453678168760171
13;"I10";214;"Essential (primary) hypertension";4944;23278;513095;0,0432847896440129;0,0453678168760171
13;"I11";204;"Hypertensive heart disease";4856;23278;513095;0,0420098846787479;0,0453678168760171
13;"I12";222;"Hypertensive renal disease";4574;23278;513095;0,0485351989505903;0,0453678168760171
13;"I13";31;"Hypertensive heart and renal disease";829;23278;513095;0,037394451145959;0,0453678168760171
13;"I20";9;"Angina pectoris";199;23278;513095;0,0452261306532663;0,0453678168760171
13;"I21";2103;"Acute myocardial infarction";46794;23278;513095;0,0449416591870753;0,0453678168760171
13;"I24";14;"Other acute ischemic heart diseases";288;23278;513095;0,0486111111111111;0,0453678168760171
13;"I25";452;"Chronic ischemic heart disease";10059;23278;513095;0,0449348841833184;0,0453678168760171
13;"I26";57;"Pulmonary embolism";1041;23278;513095;0,0547550432276657;0,0453678168760171
13;"I27";48;"Other pulmonary heart diseases";964;23278;513095;0,0497925311203319;0,0453678168760171
13;"I30";1;"Acute pericarditis";10;23278;513095;0,1;0,0453678168760171
13;"I31";6;"Other diseases of pericardium";115;23278;513095;0,0521739130434783;0,0453678168760171
13;"I33";9;"Acute and subacute endocarditis";131;23278;513095;0,0687022900763359;0,0453678168760171
13;"I34";14;"Nonrheumatic mitral valve disorders";176;23278;513095;0,0795454545454545;0,0453678168760171
13;"I35";31;"Nonrheumatic aortic valve disorders";552;23278;513095;0,0561594202898551;0,0453678168760171
13;"I38";9;"Endocarditis, valve unspecified";243;23278;513095;0,037037037037037;0,0453678168760171
13;"I42";40;"Cardiomyopathy";856;23278;513095;0,0467289719626168;0,0453678168760171
13;"I44";8;"Atrioventricular and left bundle-branch block";277;23278;513095;0,0288808664259928;0,0453678168760171
13;"I45";3;"Other conduction disorders";70;23278;513095;0,0428571428571429;0,0453678168760171
13;"I47";5;"Paroxysmal tachycardia";84;23278;513095;0,0595238095238095;0,0453678168760171
13;"I48";46;"Atrial fibrillation and flutter";822;23278;513095;0,0559610705596107;0,0453678168760171
13;"I49";37;"Other cardiac arrhythmias";797;23278;513095;0,0464240903387704;0,0453678168760171
13;"I50";360;"Heart failure";8486;23278;513095;0,0424228140466651;0,0453678168760171
13;"I51";35;"Complications and ill-defined descriptions of heart disease";794;23278;513095;0,044080604534005;0,0453678168760171
13;"I60";101;"Subarachnoid hemorrhage";1721;23278;513095;0,0586868099941894;0,0453678168760171
13;"I61";292;"Intracerebral hemorrhage";6485;23278;513095;0,0450269853508096;0,0453678168760171
13;"I62";25;"Other nontraumatic intracranial hemorrhage";440;23278;513095;0,0568181818181818;0,0453678168760171
13;"I63";163;"Cerebral infarction";3560;23278;513095;0,0457865168539326;0,0453678168760171
13;"I64";243;"Stroke, not specified as hemorrhage or infarction";5093;23278;513095;0,047712546632633;0,0453678168760171
13;"I67";307;"Other cerebrovascular diseases";7266;23278;513095;0,0422515827140105;0,0453678168760171
13;"I69";230;"Sequelae of cerebrovascular disease";4600;23278;513095;0,05;0,0453678168760171
13;"I70";19;"Atherosclerosis";351;23278;513095;0,0541310541310541;0,0453678168760171
13;"I71";23;"Aortic aneurysm and dissection";514;23278;513095;0,0447470817120623;0,0453678168760171
13;"I72";3;"Other aneurysm";108;23278;513095;0,0277777777777778;0,0453678168760171
13;"I73";16;"Other peripheral vascular diseases";318;23278;513095;0,050314465408805;0,0453678168760171
13;"I74";18;"Arterial embolism and thrombosis";229;23278;513095;0,0786026200873362;0,0453678168760171
13;"I77";30;"Other disorders of arteries and arterioles";464;23278;513095;0,0646551724137931;0,0453678168760171
13;"I80";9;"Phlebitis and thrombophlebitis";314;23278;513095;0,0286624203821656;0,0453678168760171
13;"I82";3;"Other venous embolism and thrombosis";61;23278;513095;0,0491803278688525;0,0453678168760171
13;"I83";7;"Varicose veins of lower extremities";111;23278;513095;0,0630630630630631;0,0453678168760171
13;"I85";17;"Esophageal varices";300;23278;513095;0,0566666666666667;0,0453678168760171
13;"I87";17;"Other disorders of veins";321;23278;513095;0,0529595015576324;0,0453678168760171
13;"I95";2;"Hypotension";33;23278;513095;0,0606060606060606;0,0453678168760171
13;"I99";5;"Other and unspecified disorders of circulatory system";141;23278;513095;0,0354609929078014;0,0453678168760171
13;"J02";3;"Acute pharyngitis";82;23278;513095;0,0365853658536585;0,0453678168760171
13;"J04";4;"Acute laryngitis and tracheitis";98;23278;513095;0,0408163265306122;0,0453678168760171
13;"J06";6;"Acute upper respiratory infections of multiple and unspecified sites";110;23278;513095;0,0545454545454545;0,0453678168760171
13;"J11";2;"Influenza, virus not identified";33;23278;513095;0,0606060606060606;0,0453678168760171
13;"J12";1;"Viral pneumonia, not elsewhere classified";10;23278;513095;0,1;0,0453678168760171
13;"J15";18;"Bacterial pneumonia, not elsewhere classified";313;23278;513095;0,0575079872204473;0,0453678168760171
13;"J18";561;"Pneumonia, organism unspecified";12516;23278;513095;0,0448226270373921;0,0453678168760171
13;"J20";26;"Acute bronchitis";684;23278;513095;0,0380116959064327;0,0453678168760171
13;"J21";7;"Acute bronchiolitis";121;23278;513095;0,0578512396694215;0,0453678168760171
13;"J22";37;"Unspecified acute lower respiratory infection";817;23278;513095;0,0452876376988984;0,0453678168760171
13;"J31";2;"Chronic rhinitis, nasopharyngitis, and pharyngitis";11;23278;513095;0,181818181818182;0,0453678168760171
13;"J32";1;"Chronic sinusitis";28;23278;513095;0,0357142857142857;0,0453678168760171
13;"J36";3;"Peritonsillar abscess";20;23278;513095;0,15;0,0453678168760171
13;"J38";2;"Diseases of vocal cords and larynx, not elsewhere classified";47;23278;513095;0,0425531914893617;0,0453678168760171
13;"J40";9;"Bronchitis, not specified as acute or chronic";204;23278;513095;0,0441176470588235;0,0453678168760171
13;"J42";48;"Unspecified chronic bronchitis";1140;23278;513095;0,0421052631578947;0,0453678168760171
13;"J43";119;"Emphysema";2558;23278;513095;0,0465207193119625;0,0453678168760171
13;"J44";732;"Other chronic obstructive pulmonary disease";16043;23278;513095;0,0456273764258555;0,0453678168760171
13;"J45";48;"Asthma";1360;23278;513095;0,0352941176470588;0,0453678168760171
13;"J46";12;"Status asthmaticus";261;23278;513095;0,0459770114942529;0,0453678168760171
13;"J47";4;"Bronchiectasis";70;23278;513095;0,0571428571428571;0,0453678168760171
13;"J64";6;"Unspecified pneumoconiosis";87;23278;513095;0,0689655172413793;0,0453678168760171
13;"J67";4;"Hypersensitivity pneumonitis due to organic dust";44;23278;513095;0,0909090909090909;0,0453678168760171
13;"J68";3;"Respiratory conditions due to inhalation of chemicals, gases, fumes, and vapors";111;23278;513095;0,027027027027027;0,0453678168760171
13;"J69";17;"Pneumonitis due to solids and liquids";279;23278;513095;0,0609318996415771;0,0453678168760171
13;"J80";8;"Adult respiratory distress syndrome";147;23278;513095;0,054421768707483;0,0453678168760171
13;"J81";30;"Pulmonary edema";730;23278;513095;0,0410958904109589;0,0453678168760171
13;"J84";117;"Other interstitial pulmonary diseases";2182;23278;513095;0,0536205316223648;0,0453678168760171
13;"J85";5;"Abscess of lung and mediastinum";103;23278;513095;0,0485436893203883;0,0453678168760171
13;"J86";8;"Pyothorax";207;23278;513095;0,0386473429951691;0,0453678168760171
13;"J90";19;"Pleural effusion, not elsewhere classified";279;23278;513095;0,0681003584229391;0,0453678168760171
13;"J92";1;"Pleural plaque";6;23278;513095;0,166666666666667;0,0453678168760171
13;"J93";4;"Pneumothorax";61;23278;513095;0,0655737704918033;0,0453678168760171
13;"J94";7;"Other pleural conditions";82;23278;513095;0,0853658536585366;0,0453678168760171
13;"J96";20;"Respiratory failure, not elsewhere classified";409;23278;513095;0,0488997555012225;0,0453678168760171
13;"J98";107;"Other respiratory disorders";2393;23278;513095;0,0447137484329294;0,0453678168760171
13;"K06";1;"Other disorders of gingiva and edentulous alveolar ridge";3;23278;513095;0,333333333333333;0,0453678168760171
13;"K10";1;"Other diseases of jaws";16;23278;513095;0,0625;0,0453678168760171
13;"K12";4;"Stomatitis and related lesions";43;23278;513095;0,0930232558139535;0,0453678168760171
13;"K13";1;"Other diseases of lip and oral mucosa";3;23278;513095;0,333333333333333;0,0453678168760171
13;"K20";3;"Esophagitis";24;23278;513095;0,125;0,0453678168760171
13;"K21";6;"Gastroesophageal reflux disease";206;23278;513095;0,029126213592233;0,0453678168760171
13;"K22";15;"Other diseases of esophagus";223;23278;513095;0,0672645739910314;0,0453678168760171
13;"K25";65;"Gastric ulcer";1535;23278;513095;0,0423452768729642;0,0453678168760171
13;"K26";20;"Duodenal ulcer  ";463;23278;513095;0,0431965442764579;0,0453678168760171
13;"K27";24;"Peptic ulcer, site unspecified  ";506;23278;513095;0,0474308300395257;0,0453678168760171
13;"K29";43;"Gastritis and duodenitis";963;23278;513095;0,0446521287642783;0,0453678168760171
13;"K31";22;"Other diseases of stomach and duodenum";510;23278;513095;0,0431372549019608;0,0453678168760171
13;"K35";12;"Acute appendicitis";272;23278;513095;0,0441176470588235;0,0453678168760171
13;"K37";14;"Unspecified appendicitis";215;23278;513095;0,0651162790697674;0,0453678168760171
13;"K40";18;"Inguinal hernia";310;23278;513095;0,0580645161290323;0,0453678168760171
13;"K41";1;"Femoral hernia";45;23278;513095;0,0222222222222222;0,0453678168760171
13;"K42";3;"Umbilical hernia";172;23278;513095;0,0174418604651163;0,0453678168760171
13;"K43";8;"Ventral hernia";124;23278;513095;0,0645161290322581;0,0453678168760171
13;"K44";4;"Diaphragmatic hernia";160;23278;513095;0,025;0,0453678168760171
13;"K46";11;"Unspecified abdominal hernia";220;23278;513095;0,05;0,0453678168760171
13;"K50";2;"Crohn's disease [regional enteritis]";24;23278;513095;0,0833333333333333;0,0453678168760171
13;"K51";6;"Ulcerative colitis";84;23278;513095;0,0714285714285714;0,0453678168760171
13;"K52";3;"Other noninfective gastroenteritis and colitis";62;23278;513095;0,0483870967741935;0,0453678168760171
13;"K55";74;"Vascular disorders of intestine";1659;23278;513095;0,0446051838456902;0,0453678168760171
13;"K56";72;"Paralytic ileus and intestinal obstruction without hernia";1428;23278;513095;0,0504201680672269;0,0453678168760171
13;"K57";27;"Diverticular disease of intestine";526;23278;513095;0,0513307984790875;0,0453678168760171
13;"K58";1;"Irritable bowel syndrome";31;23278;513095;0,032258064516129;0,0453678168760171
13;"K59";3;"Other functional intestinal disorders";87;23278;513095;0,0344827586206897;0,0453678168760171
13;"K60";1;"Fissure and fistula of anal and rectal regions";21;23278;513095;0,0476190476190476;0,0453678168760171
13;"K61";3;"Abscess of anal and rectal regions";58;23278;513095;0,0517241379310345;0,0453678168760171
13;"K62";2;"Other diseases of anus and rectum";39;23278;513095;0,0512820512820513;0,0453678168760171
13;"K63";48;"Other diseases of intestine";993;23278;513095;0,0483383685800604;0,0453678168760171
13;"K65";44;"Peritonitis";1057;23278;513095;0,0416272469252602;0,0453678168760171
13;"K66";4;"Other disorders of peritoneum";90;23278;513095;0,0444444444444444;0,0453678168760171
13;"K70";554;"Alcoholic liver disease";12860;23278;513095;0,0430793157076205;0,0453678168760171
13;"K71";3;"Toxic liver disease";56;23278;513095;0,0535714285714286;0,0453678168760171
13;"K72";168;"Hepatic failure, not elsewhere classified";3387;23278;513095;0,0496014171833481;0,0453678168760171
13;"K73";1;"Chronic hepatitis, not elsewhere classified";38;23278;513095;0,0263157894736842;0,0453678168760171
13;"K74";524;"Fibrosis and cirrhosis of liver";12486;23278;513095;0,0419670030434086;0,0453678168760171
13;"K75";18;"Other inflammatory liver diseases";336;23278;513095;0,0535714285714286;0,0453678168760171
13;"K76";50;"Other diseases of liver";1137;23278;513095;0,0439753737906772;0,0453678168760171
13;"K80";35;"Cholelithiasis";756;23278;513095;0,0462962962962963;0,0453678168760171
13;"K81";22;"Cholecystitis";623;23278;513095;0,0353130016051364;0,0453678168760171
13;"K82";16;"Other diseases of gallbladder";303;23278;513095;0,0528052805280528;0,0453678168760171
13;"K83";16;"Other diseases of biliary tract";401;23278;513095;0,0399002493765586;0,0453678168760171
13;"K85";59;"Acute pancreatitis";1551;23278;513095;0,038039974210187;0,0453678168760171
13;"K86";3;"Other diseases of pancreas";102;23278;513095;0,0294117647058824;0,0453678168760171
13;"K90";2;"Intestinal malabsorption";60;23278;513095;0,0333333333333333;0,0453678168760171
13;"K92";148;"Other diseases of digestive system";3181;23278;513095;0,0465262496070418;0,0453678168760171
13;"L00";1;"Staphylococcal scalded skin syndrome";2;23278;513095;0,5;0,0453678168760171
13;"L02";4;"Cutaneous abscess, furuncle, and carbuncle";172;23278;513095;0,0232558139534884;0,0453678168760171
13;"L03";3;"Cellulitis";126;23278;513095;0,0238095238095238;0,0453678168760171
13;"L08";1;"Other local infections of skin and subcutaneous tissue";21;23278;513095;0,0476190476190476;0,0453678168760171
13;"L51";2;"Erythema multiforme";46;23278;513095;0,0434782608695652;0,0453678168760171
13;"L53";1;"Other erythematous conditions";5;23278;513095;0,2;0,0453678168760171
13;"L89";30;"Decubitus ulcer";645;23278;513095;0,0465116279069767;0,0453678168760171
13;"L90";4;"Atrophic disorders of the skin";79;23278;513095;0,0506329113924051;0,0453678168760171
13;"L97";2;"Ulcer of lower limb, not elsewhere classified";24;23278;513095;0,0833333333333333;0,0453678168760171
13;"L98";8;"Other disorders of skin and subcutaneous tissue, not elsewhere classified";167;23278;513095;0,0479041916167665;0,0453678168760171
13;"M00";6;"Pyogenic arthritis";88;23278;513095;0,0681818181818182;0,0453678168760171
13;"M05";3;"Seropositive rheumatoid arthritis";22;23278;513095;0,136363636363636;0,0453678168760171
13;"M06";61;"Other rheumatoid arthritis";1228;23278;513095;0,0496742671009772;0,0453678168760171
13;"M10";1;"Gout";79;23278;513095;0,0126582278481013;0,0453678168760171
13;"M13";4;"Other arthritis";99;23278;513095;0,0404040404040404;0,0453678168760171
13;"M15";1;"Polyarthrosis";9;23278;513095;0,111111111111111;0,0453678168760171
13;"M17";2;"Gonarthrosis [arthrosis of knee]";14;23278;513095;0,142857142857143;0,0453678168760171
13;"M19";11;"Other arthrosis";223;23278;513095;0,0493273542600897;0,0453678168760171
13;"M24";1;"Other specific joint derangements";6;23278;513095;0,166666666666667;0,0453678168760171
13;"M25";3;"Other joint disorders, not elsewhere classified";75;23278;513095;0,04;0,0453678168760171
13;"M31";2;"Other necrotizing vasculopathies";65;23278;513095;0,0307692307692308;0,0453678168760171
13;"M32";35;"Systemic lupus erythematosus";644;23278;513095;0,0543478260869565;0,0453678168760171
13;"M33";3;"Dermatopolymyositis";79;23278;513095;0,0379746835443038;0,0453678168760171
13;"M34";14;"Systemic sclerosis";197;23278;513095;0,0710659898477157;0,0453678168760171
13;"M35";3;"Other systemic involvement of connective tissue";44;23278;513095;0,0681818181818182;0,0453678168760171
13;"M43";2;"Other deforming dorsopathies";11;23278;513095;0,181818181818182;0,0453678168760171
13;"M47";1;"Spondylosis";19;23278;513095;0,0526315789473684;0,0453678168760171
13;"M54";3;"Dorsalgia";23;23278;513095;0,130434782608696;0,0453678168760171
13;"M62";19;"Other disorders of muscle";318;23278;513095;0,059748427672956;0,0453678168760171
13;"M72";16;"Fibroblastic disorders";223;23278;513095;0,0717488789237668;0,0453678168760171
13;"M79";15;"Other soft tissue disorders, not elsewhere classified";470;23278;513095;0,0319148936170213;0,0453678168760171
13;"M80";2;"Osteoporosis with pathological fracture";51;23278;513095;0,0392156862745098;0,0453678168760171
13;"M81";2;"Osteoporosis without pathological fracture";127;23278;513095;0,015748031496063;0,0453678168760171
13;"M84";1;"Disorders of continuity of bone";61;23278;513095;0,0163934426229508;0,0453678168760171
13;"M85";1;"Other disorders of bone density and structure";2;23278;513095;0,5;0,0453678168760171
13;"M86";5;"Osteomyelitis";95;23278;513095;0,0526315789473684;0,0453678168760171
13;"M89";1;"Other disorders of bone";29;23278;513095;0,0344827586206897;0,0453678168760171
13;"M93";1;"Other osteochondropathies";1;23278;513095;1;0,0453678168760171
13;"N03";12;"Chronic nephritic syndrome  ";279;23278;513095;0,043010752688172;0,0453678168760171
13;"N04";3;"Nephrotic syndrome  ";100;23278;513095;0,03;0,0453678168760171
13;"N05";5;"Unspecified nephritic syndrome  ";120;23278;513095;0,0416666666666667;0,0453678168760171
13;"N10";3;"Acute tubulo-interstitial nephritis";73;23278;513095;0,0410958904109589;0,0453678168760171
13;"N11";8;"Chronic tubulo-interstitial nephritis";145;23278;513095;0,0551724137931034;0,0453678168760171
13;"N12";16;"Tubulo-interstitial nephritis, not specified as acute or chronic";273;23278;513095;0,0586080586080586;0,0453678168760171
13;"N13";12;"Obstructive and reflux uropathy";199;23278;513095;0,0603015075376884;0,0453678168760171
13;"N15";6;"Other renal tubulo-interstitial diseases";138;23278;513095;0,0434782608695652;0,0453678168760171
13;"N17";80;"Acute renal failure";1488;23278;513095;0,0537634408602151;0,0453678168760171
13;"N18";401;"Chronic renal failure";7638;23278;513095;0,0525006546216287;0,0453678168760171
13;"N19";91;"Unspecified renal failure";1720;23278;513095;0,052906976744186;0,0453678168760171
13;"N20";12;"Calculus of kidney and ureter";231;23278;513095;0,051948051948052;0,0453678168760171
13;"N28";9;"Other disorders of kidney and ureter, not elsewhere classified";155;23278;513095;0,0580645161290323;0,0453678168760171
13;"N30";2;"Cystitis";33;23278;513095;0,0606060606060606;0,0453678168760171
13;"N32";1;"Other disorders of bladder";21;23278;513095;0,0476190476190476;0,0453678168760171
13;"N34";1;"Urethritis and urethral syndrome";3;23278;513095;0,333333333333333;0,0453678168760171
13;"N35";1;"Urethral stricture";15;23278;513095;0,0666666666666667;0,0453678168760171
13;"N39";83;"Other disorders of urinary system";1589;23278;513095;0,052234109502832;0,0453678168760171
13;"N40";36;"Hyperplasia of prostate";629;23278;513095;0,0572337042925278;0,0453678168760171
13;"N41";5;"Inflammatory diseases of prostate";68;23278;513095;0,0735294117647059;0,0453678168760171
13;"N45";2;"Orchitis and epididymitis";8;23278;513095;0,25;0,0453678168760171
13;"N47";1;"Redundant prepuce, phimosis, and paraphimosis";1;23278;513095;1;0,0453678168760171
13;"N49";7;"Inflammatory disorders of male genital organs, not elsewhere classified";150;23278;513095;0,0466666666666667;0,0453678168760171
13;"N73";1;"Other female pelvic inflammatory diseases";32;23278;513095;0,03125;0,0453678168760171
13;"N76";2;"Other inflammation of vagina and vulva";31;23278;513095;0,0645161290322581;0,0453678168760171
13;"N81";2;"Female genital prolapse";20;23278;513095;0,1;0,0453678168760171
13;"N85";2;"Other noninflammatory disorders of uterus, except cervix";30;23278;513095;0,0666666666666667;0,0453678168760171
13;"N93";3;"Other abnormal uterine and vaginal bleeding";29;23278;513095;0,103448275862069;0,0453678168760171
13;"O00";4;"Ectopic pregnancy";25;23278;513095;0,16;0,0453678168760171
13;"O06";2;"Unspecified abortion  ";21;23278;513095;0,0952380952380952;0,0453678168760171
13;"O14";6;"Gestational [pregnancy-induced] hypertension with significant proteinuria";105;23278;513095;0,0571428571428571;0,0453678168760171
13;"O15";10;"Eclampsia";154;23278;513095;0,0649350649350649;0,0453678168760171
13;"O26";3;"Maternal care for other conditions predominantly related to pregnancy";33;23278;513095;0,0909090909090909;0,0453678168760171
13;"O44";1;"Placenta previa";42;23278;513095;0,0238095238095238;0,0453678168760171
13;"O45";3;"Premature separation of placenta [abruptio placentae]";24;23278;513095;0,125;0,0453678168760171
13;"O71";2;"Other obstetric trauma";35;23278;513095;0,0571428571428571;0,0453678168760171
13;"O72";7;"Postpartum hemorrhage";190;23278;513095;0,0368421052631579;0,0453678168760171
13;"O74";1;"Complications of anesthesia during labor and delivery";12;23278;513095;0,0833333333333333;0,0453678168760171
13;"O86";1;"Other puerperal infections";3;23278;513095;0,333333333333333;0,0453678168760171
13;"O88";4;"Obstetric embolism";38;23278;513095;0,105263157894737;0,0453678168760171
13;"O96";1;"Death from any obstetric cause occurring more than 42 days but less than 1 year after delivery";24;23278;513095;0,0416666666666667;0,0453678168760171
13;"O98";1;"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth, and the puerperium";17;23278;513095;0,0588235294117647;0,0453678168760171
13;"O99";14;"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth, and the puerperium";200;23278;513095;0,07;0,0453678168760171
13;"P00";4;"Newborn affected by maternal conditions that may be unrelated to present pregnancy";96;23278;513095;0,0416666666666667;0,0453678168760171
13;"P01";9;"Newborn affected by maternal complications of pregnancy";160;23278;513095;0,05625;0,0453678168760171
13;"P02";13;"Newborn affected by complications of placenta, cord, and membranes";195;23278;513095;0,0666666666666667;0,0453678168760171
13;"P03";5;"Newborn affected by other complications of labor and delivery";81;23278;513095;0,0617283950617284;0,0453678168760171
13;"P05";2;"Slow fetal growth and fetal malnutrition";52;23278;513095;0,0384615384615385;0,0453678168760171
13;"P07";47;"Disorders related to short gestation and low birthweight, not elsewhere classified";1177;23278;513095;0,0399320305862362;0,0453678168760171
13;"P11";1;"Other birth injuries to central nervous system";9;23278;513095;0,111111111111111;0,0453678168760171
13;"P20";10;"Intrauterine hypoxia";206;23278;513095;0,0485436893203883;0,0453678168760171
13;"P21";38;"Birth asphyxia";1059;23278;513095;0,0358829084041549;0,0453678168760171
13;"P22";179;"Respiratory distress of newborn";3949;23278;513095;0,045327931121803;0,0453678168760171
13;"P23";38;"Congenital pneumonia";815;23278;513095;0,0466257668711656;0,0453678168760171
13;"P24";47;"Neonatal aspiration syndromes";863;23278;513095;0,0544611819235226;0,0453678168760171
13;"P25";3;"Interstitial emphysema and related conditions originating in the perinatal period";103;23278;513095;0,029126213592233;0,0453678168760171
13;"P26";5;"Pulmonary hemorrhage originating in the perinatal period";138;23278;513095;0,036231884057971;0,0453678168760171
13;"P27";6;"Chronic respiratory disease originating in the perinatal period";204;23278;513095;0,0294117647058824;0,0453678168760171
13;"P28";22;"Other respiratory conditions originating in the perinatal period";479;23278;513095;0,0459290187891441;0,0453678168760171
13;"P29";11;"Cardiovascular disorders originating in the perinatal period";188;23278;513095;0,0585106382978723;0,0453678168760171
13;"P36";131;"Bacterial sepsis of newborn";2575;23278;513095;0,050873786407767;0,0453678168760171
13;"P37";1;"Other congenital infectious and parasitic diseases";14;23278;513095;0,0714285714285714;0,0453678168760171
13;"P38";2;"Omphalitis of newborn with or without mild hemorrhage";20;23278;513095;0,1;0,0453678168760171
13;"P39";3;"Other infections specific to the perinatal period";39;23278;513095;0,0769230769230769;0,0453678168760171
13;"P52";13;"Intracranial nontraumatic hemorrhage of fetus and newborn";376;23278;513095;0,0345744680851064;0,0453678168760171
13;"P53";2;"Hemorrhagic disease of newborn";12;23278;513095;0,166666666666667;0,0453678168760171
13;"P54";6;"Other neonatal hemorrhages";70;23278;513095;0,0857142857142857;0,0453678168760171
13;"P56";1;"Hydrops fetalis due to hemolytic disease";9;23278;513095;0,111111111111111;0,0453678168760171
13;"P58";2;"Neonatal jaundice due to other excessive hemolysis";28;23278;513095;0,0714285714285714;0,0453678168760171
13;"P59";1;"Neonatal jaundice from other and unspecified causes";25;23278;513095;0,04;0,0453678168760171
13;"P60";6;"Disseminated intravascular coagulation of newborn";128;23278;513095;0,046875;0,0453678168760171
13;"P61";2;"Other perinatal hematological disorders";31;23278;513095;0,0645161290322581;0,0453678168760171
13;"P70";1;"Transitory disorders of carbohydrate metabolism specific to newborn";31;23278;513095;0,032258064516129;0,0453678168760171
13;"P77";15;"Necrotizing enterocolitis of newborn";349;23278;513095;0,0429799426934097;0,0453678168760171
13;"P78";3;"Other perinatal digestive system disorders";63;23278;513095;0,0476190476190476;0,0453678168760171
13;"P81";1;"Other disturbances of temperature regulation of newborn";19;23278;513095;0,0526315789473684;0,0453678168760171
13;"P83";5;"Other conditions of integument specific to newborn";90;23278;513095;0,0555555555555556;0,0453678168760171
13;"P91";1;"Other disturbances of cerebral status of newborn";111;23278;513095;0,00900900900900901;0,0453678168760171
13;"P96";7;"Other conditions originating in the perinatal period";196;23278;513095;0,0357142857142857;0,0453678168760171
13;"Q00";11;"Anencephaly and similar malformations";237;23278;513095;0,0464135021097046;0,0453678168760171
13;"Q01";5;"Encephalocele";76;23278;513095;0,0657894736842105;0,0453678168760171
13;"Q02";4;"Microcephaly";57;23278;513095;0,0701754385964912;0,0453678168760171
13;"Q03";27;"Congenital hydrocephalus";445;23278;513095;0,0606741573033708;0,0453678168760171
13;"Q04";5;"Other congenital malformations of brain";181;23278;513095;0,0276243093922652;0,0453678168760171
13;"Q05";7;"Spina bifida";140;23278;513095;0,05;0,0453678168760171
13;"Q07";1;"Other congenital malformations of nervous system";45;23278;513095;0,0222222222222222;0,0453678168760171
13;"Q20";13;"Congenital malformations of cardiac chambers and connections";223;23278;513095;0,0582959641255605;0,0453678168760171
13;"Q21";26;"Congenital malformations of cardiac septa";513;23278;513095;0,050682261208577;0,0453678168760171
13;"Q22";5;"Congenital malformations of pulmonary and tricuspid valves";109;23278;513095;0,0458715596330275;0,0453678168760171
13;"Q23";11;"Congenital malformations of aortic and mitral valves";114;23278;513095;0,0964912280701754;0,0453678168760171
13;"Q24";121;"Other congenital malformations of heart";2818;23278;513095;0,0429382540809084;0,0453678168760171
